periodo,cod_provincia,provincia,cod_depto,departamento,titulares_activos,presentismo
2015-11-30,06,Buenos Aires,06568,Morón,726,726
2015-11-30,06,Buenos Aires,06329,General Las Heras,75,75
2015-11-30,06,Buenos Aires,06840,Tres de Febrero,714,714
2015-11-30,06,Buenos Aires,06441,La Plata,1579,1579
2015-11-30,06,Buenos Aires,06420,La Costa,1,1
2015-11-30,06,Buenos Aires,06760,San Miguel,1304,1304
2015-11-30,06,Buenos Aires,06638,Pilar,668,668
2015-11-30,70,San Juan,70042,Chimbas,634,634
2015-11-30,06,Buenos Aires,06778,San Vicente,665,665
2015-11-30,06,Buenos Aires,06408,Hurlingham,608,608
2015-11-30,18,Corrientes,18021,Capital,2948,2948
2015-11-30,22,Chaco,22077,Libertad,19,19
2015-11-30,06,Buenos Aires,06525,Marcos Paz,405,405
2015-11-30,10,Catamarca,10049,Capital,950,950
2015-11-30,06,Buenos Aires,06658,Quilmes,2006,2006
2015-11-30,70,San Juan,70098,Santa Lucía,184,184
2015-11-30,30,Entre Ríos,30098,Uruguay,1,1
2015-11-30,06,Buenos Aires,06412,José C. Paz,1900,1900
2015-11-30,66,Salta,66028,Capital,4371,4371
2015-11-30,30,Entre Ríos,30015,Concordia,1,1
2015-11-30,06,Buenos Aires,06539,Merlo,1276,1276
2015-11-30,22,Chaco,22140,San Fernando,2304,2304
2015-11-30,70,San Juan,70084,Rivadavia,209,209
2015-11-30,90,Tucumán,90091,Simoca,1120,1120
2015-11-30,34,Formosa,34014,Formosa,1215,1215
2015-11-30,06,Buenos Aires,06434,Lanús,1462,1462
2015-11-30,90,Tucumán,90105,Tafí Viejo,1822,1822
2015-11-30,50,Mendoza,50098,San Martín,698,698
2015-11-30,06,Buenos Aires,06805,Tigre,930,930
2015-11-30,70,San Juan,70077,Rawson,781,781
2015-11-30,74,San Luis,74056,Juan Martín Pueyrredón,943,943
2015-11-30,90,Tucumán,90014,Cruz Alta,2465,2465
2015-11-30,54,Misiones,54042,Eldorado,570,570
2015-11-30,06,Buenos Aires,06560,Moreno,2903,2903
2015-11-30,86,Santiago del Estero,86049,Capital,2577,2577
2015-11-30,30,Entre Ríos,30084,Paraná,1662,1662
2015-11-30,06,Buenos Aires,06882,Zárate,305,305
2015-11-30,46,La Rioja,46014,Capital,1121,1121
2015-11-30,90,Tucumán,90084,Capital,6757,6757
2015-11-30,50,Mendoza,50007,Capital,495,491
2015-11-30,70,San Juan,70028,Capital,197,197
2015-11-30,54,Misiones,54028,Capital,1628,1628
2015-11-30,90,Tucumán,90063,Lules,921,921
2015-12-31,06,Buenos Aires,06270,Ezeiza,731,731
2015-12-31,06,Buenos Aires,06357,General Pueyrredón,1,1
2015-12-31,06,Buenos Aires,06245,Ensenada,340,340
2015-12-31,06,Buenos Aires,06126,Campana,188,188
2015-12-31,06,Buenos Aires,06035,Avellaneda,1063,1063
2015-12-31,02,Ciudad de Buenos Aires,02000,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",1173,1173
2015-12-31,06,Buenos Aires,06028,Almirante Brown,1746,1746
2015-12-31,06,Buenos Aires,06134,Cañuelas,285,285
2015-12-31,06,Buenos Aires,06329,General Las Heras,75,75
2015-12-31,06,Buenos Aires,06412,José C. Paz,1899,1899
2015-12-31,06,Buenos Aires,06434,Lanús,1455,1455
2015-12-31,06,Buenos Aires,06252,Escobar,744,744
2015-12-31,06,Buenos Aires,06098,Berisso,742,742
2015-12-31,06,Buenos Aires,06091,Berazategui,1712,1712
2015-12-31,06,Buenos Aires,06274,Florencio Varela,2914,2914
2015-12-31,06,Buenos Aires,06260,Esteban Echeverría,1135,1135
2015-12-31,06,Buenos Aires,06532,Mercedes,133,133
2015-12-31,06,Buenos Aires,06658,Quilmes,2007,2007
2015-12-31,06,Buenos Aires,06515,Malvinas Argentinas,1047,1047
2015-12-31,06,Buenos Aires,06371,General San Martín,1530,1530
2015-12-31,06,Buenos Aires,06410,Ituzaingó,485,485
2015-12-31,06,Buenos Aires,06420,La Costa,1,1
2015-12-31,06,Buenos Aires,06364,General Rodríguez,508,508
2015-12-31,06,Buenos Aires,06525,Marcos Paz,405,405
2015-12-31,22,Chaco,22140,San Fernando,2303,2303
2015-12-31,06,Buenos Aires,06749,San Fernando,455,455
2015-12-31,06,Buenos Aires,06568,Morón,726,726
2015-12-31,06,Buenos Aires,06427,La Matanza,5553,5553
2015-12-31,06,Buenos Aires,06539,Merlo,1275,1275
2015-12-31,06,Buenos Aires,06638,Pilar,668,668
2015-12-31,06,Buenos Aires,06408,Hurlingham,606,606
2015-12-31,06,Buenos Aires,06778,San Vicente,665,665
2015-12-31,30,Entre Ríos,30098,Uruguay,1,1
2015-12-31,06,Buenos Aires,06760,San Miguel,1303,1303
2015-12-31,34,Formosa,34014,Formosa,1211,1211
2015-12-31,06,Buenos Aires,06441,La Plata,1575,1575
2015-12-31,10,Catamarca,10049,Capital,951,951
2015-12-31,06,Buenos Aires,06648,Presidente Perón,843,843
2015-12-31,06,Buenos Aires,06560,Moreno,2900,2900
2015-12-31,06,Buenos Aires,06805,Tigre,930,930
2015-12-31,50,Mendoza,50098,San Martín,697,697
2015-12-31,54,Misiones,54028,Capital,1627,1627
2015-12-31,70,San Juan,70042,Chimbas,635,635
2015-12-31,06,Buenos Aires,06490,Lomas de Zamora,3471,3471
2015-12-31,70,San Juan,70098,Santa Lucía,184,184
2015-12-31,18,Corrientes,18021,Capital,2947,2947
2015-12-31,22,Chaco,22077,Libertad,19,19
2015-12-31,06,Buenos Aires,06882,Zárate,305,305
2015-12-31,70,San Juan,70077,Rawson,780,780
2015-12-31,54,Misiones,54042,Eldorado,570,570
2015-12-31,30,Entre Ríos,30015,Concordia,1,1
2015-12-31,06,Buenos Aires,06497,Luján,232,232
2015-12-31,90,Tucumán,90014,Cruz Alta,2466,2466
2015-12-31,74,San Luis,74056,Juan Martín Pueyrredón,942,942
2015-12-31,30,Entre Ríos,30084,Paraná,1665,1665
2015-12-31,46,La Rioja,46014,Capital,1121,1121
2015-12-31,50,Mendoza,50007,Capital,505,502
2015-12-31,90,Tucumán,90084,Capital,6763,6763
2015-12-31,86,Santiago del Estero,86049,Capital,2577,2577
2015-12-31,06,Buenos Aires,06840,Tres de Febrero,716,716
2015-12-31,90,Tucumán,90063,Lules,923,923
2015-12-31,66,Salta,66028,Capital,4371,4371
2015-12-31,90,Tucumán,90105,Tafí Viejo,1824,1824
2015-12-31,70,San Juan,70084,Rivadavia,210,210
2015-12-31,70,San Juan,70028,Capital,197,197
2015-12-31,90,Tucumán,90091,Simoca,1119,1119
2016-01-31,02,Ciudad de Buenos Aires,02000,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",1173,1165
2016-01-31,06,Buenos Aires,06035,Avellaneda,1069,1069
2016-01-31,06,Buenos Aires,06134,Cañuelas,284,284
2016-01-31,06,Buenos Aires,06098,Berisso,742,742
2016-01-31,06,Buenos Aires,06091,Berazategui,1714,1714
2016-01-31,06,Buenos Aires,06028,Almirante Brown,1782,1782
2016-01-31,06,Buenos Aires,06260,Esteban Echeverría,1138,1138
2016-01-31,06,Buenos Aires,06274,Florencio Varela,2917,2917
2016-01-31,06,Buenos Aires,06648,Presidente Perón,843,843
2016-01-31,06,Buenos Aires,06126,Campana,190,190
2016-01-31,06,Buenos Aires,06245,Ensenada,340,340
2016-01-31,06,Buenos Aires,06515,Malvinas Argentinas,1036,1036
2016-01-31,06,Buenos Aires,06408,Hurlingham,607,607
2016-01-31,06,Buenos Aires,06525,Marcos Paz,405,405
2016-01-31,06,Buenos Aires,06270,Ezeiza,734,731
2016-01-31,06,Buenos Aires,06364,General Rodríguez,510,510
2016-01-31,06,Buenos Aires,06749,San Fernando,458,458
2016-01-31,06,Buenos Aires,06329,General Las Heras,75,75
2016-01-31,06,Buenos Aires,06252,Escobar,743,743
2016-01-31,06,Buenos Aires,06568,Morón,726,726
2016-01-31,06,Buenos Aires,06427,La Matanza,5533,5533
2016-01-31,06,Buenos Aires,06560,Moreno,2900,2898
2016-01-31,06,Buenos Aires,06412,José C. Paz,1903,1903
2016-01-31,06,Buenos Aires,06882,Zárate,304,304
2016-01-31,06,Buenos Aires,06760,San Miguel,1305,1305
2016-01-31,06,Buenos Aires,06410,Ituzaingó,486,486
2016-01-31,06,Buenos Aires,06371,General San Martín,1537,1537
2016-01-31,06,Buenos Aires,06658,Quilmes,2016,2016
2016-01-31,06,Buenos Aires,06434,Lanús,1459,1459
2016-01-31,22,Chaco,22077,Libertad,19,19
2016-01-31,46,La Rioja,46014,Capital,1121,1121
2016-01-31,70,San Juan,70028,Capital,198,198
2016-01-31,18,Corrientes,18021,Capital,2950,2950
2016-01-31,06,Buenos Aires,06532,Mercedes,134,134
2016-01-31,06,Buenos Aires,06441,La Plata,1578,1578
2016-01-31,30,Entre Ríos,30098,Uruguay,1,1
2016-01-31,06,Buenos Aires,06497,Luján,232,232
2016-01-31,30,Entre Ríos,30015,Concordia,1,1
2016-01-31,50,Mendoza,50098,San Martín,697,697
2016-01-31,70,San Juan,70042,Chimbas,635,635
2016-01-31,54,Misiones,54028,Capital,1627,1627
2016-01-31,06,Buenos Aires,06539,Merlo,1274,1274
2016-01-31,06,Buenos Aires,06490,Lomas de Zamora,3503,3503
2016-01-31,34,Formosa,34014,Formosa,1211,1211
2016-01-31,06,Buenos Aires,06638,Pilar,668,668
2016-01-31,50,Mendoza,50007,Capital,501,501
2016-01-31,90,Tucumán,90084,Capital,6779,6779
2016-01-31,54,Misiones,54042,Eldorado,570,570
2016-01-31,90,Tucumán,90063,Lules,923,923
2016-01-31,10,Catamarca,10049,Capital,953,953
2016-01-31,06,Buenos Aires,06840,Tres de Febrero,717,717
2016-01-31,74,San Luis,74056,Juan Martín Pueyrredón,942,942
2016-01-31,06,Buenos Aires,06778,San Vicente,665,665
2016-01-31,22,Chaco,22140,San Fernando,2304,2304
2016-01-31,66,Salta,66028,Capital,4372,4372
2016-01-31,90,Tucumán,90014,Cruz Alta,2469,2469
2016-01-31,90,Tucumán,90105,Tafí Viejo,1826,1826
2016-01-31,30,Entre Ríos,30084,Paraná,1667,1667
2016-01-31,90,Tucumán,90091,Simoca,1119,1119
2016-01-31,70,San Juan,70077,Rawson,780,780
2016-01-31,06,Buenos Aires,06805,Tigre,930,930
2016-01-31,70,San Juan,70098,Santa Lucía,184,184
2016-01-31,70,San Juan,70084,Rivadavia,211,211
2016-01-31,86,Santiago del Estero,86049,Capital,2577,2577
2016-02-29,06,Buenos Aires,06091,Berazategui,1707,1707
2016-02-29,06,Buenos Aires,06245,Ensenada,338,338
2016-02-29,06,Buenos Aires,06252,Escobar,739,739
2016-02-29,06,Buenos Aires,06028,Almirante Brown,1780,1779
2016-02-29,02,Ciudad de Buenos Aires,02000,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",1162,1142
2016-02-29,06,Buenos Aires,06410,Ituzaingó,485,485
2016-02-29,06,Buenos Aires,06260,Esteban Echeverría,1134,1134
2016-02-29,06,Buenos Aires,06035,Avellaneda,1067,1066
2016-02-29,06,Buenos Aires,06098,Berisso,736,736
2016-02-29,06,Buenos Aires,06329,General Las Heras,75,75
2016-02-29,06,Buenos Aires,06364,General Rodríguez,508,508
2016-02-29,06,Buenos Aires,06270,Ezeiza,734,734
2016-02-29,06,Buenos Aires,06539,Merlo,1269,1269
2016-02-29,06,Buenos Aires,06638,Pilar,664,664
2016-02-29,06,Buenos Aires,06408,Hurlingham,605,605
2016-02-29,06,Buenos Aires,06126,Campana,189,189
2016-02-29,06,Buenos Aires,06427,La Matanza,5513,5513
2016-02-29,06,Buenos Aires,06532,Mercedes,133,133
2016-02-29,06,Buenos Aires,06441,La Plata,1573,1573
2016-02-29,06,Buenos Aires,06525,Marcos Paz,404,404
2016-02-29,06,Buenos Aires,06882,Zárate,304,304
2016-02-29,22,Chaco,22077,Libertad,19,19
2016-02-29,06,Buenos Aires,06412,José C. Paz,1892,1892
2016-02-29,06,Buenos Aires,06134,Cañuelas,284,284
2016-02-29,06,Buenos Aires,06658,Quilmes,2003,2003
2016-02-29,06,Buenos Aires,06749,San Fernando,455,455
2016-02-29,06,Buenos Aires,06648,Presidente Perón,839,839
2016-02-29,06,Buenos Aires,06560,Moreno,2892,2891
2016-02-29,70,San Juan,70028,Capital,194,194
2016-02-29,30,Entre Ríos,30015,Concordia,1,1
2016-02-29,06,Buenos Aires,06434,Lanús,1455,1455
2016-02-29,06,Buenos Aires,06274,Florencio Varela,2908,2908
2016-02-29,70,San Juan,70084,Rivadavia,210,210
2016-02-29,06,Buenos Aires,06760,San Miguel,1303,1303
2016-02-29,18,Corrientes,18021,Capital,2943,2943
2016-02-29,06,Buenos Aires,06568,Morón,723,723
2016-02-29,74,San Luis,74056,Juan Martín Pueyrredón,938,938
2016-02-29,50,Mendoza,50098,San Martín,695,695
2016-02-29,06,Buenos Aires,06497,Luján,231,231
2016-02-29,06,Buenos Aires,06371,General San Martín,1532,1532
2016-02-29,90,Tucumán,90014,Cruz Alta,2468,2468
2016-02-29,10,Catamarca,10049,Capital,947,947
2016-02-29,70,San Juan,70042,Chimbas,634,634
2016-02-29,30,Entre Ríos,30098,Uruguay,1,1
2016-02-29,06,Buenos Aires,06515,Malvinas Argentinas,1032,1032
2016-02-29,70,San Juan,70098,Santa Lucía,183,183
2016-02-29,90,Tucumán,90063,Lules,922,922
2016-02-29,06,Buenos Aires,06490,Lomas de Zamora,3476,3476
2016-02-29,06,Buenos Aires,06778,San Vicente,662,662
2016-02-29,22,Chaco,22140,San Fernando,2292,2292
2016-02-29,90,Tucumán,90091,Simoca,1119,1119
2016-02-29,46,La Rioja,46014,Capital,1114,1114
2016-02-29,06,Buenos Aires,06805,Tigre,923,923
2016-02-29,86,Santiago del Estero,86049,Capital,2573,2573
2016-02-29,90,Tucumán,90105,Tafí Viejo,1822,1822
2016-02-29,06,Buenos Aires,06840,Tres de Febrero,714,714
2016-02-29,34,Formosa,34014,Formosa,1209,1209
2016-02-29,54,Misiones,54028,Capital,1619,1619
2016-02-29,54,Misiones,54042,Eldorado,569,569
2016-02-29,50,Mendoza,50007,Capital,502,502
2016-02-29,90,Tucumán,90084,Capital,6786,6786
2016-02-29,30,Entre Ríos,30084,Paraná,1659,1659
2016-02-29,70,San Juan,70077,Rawson,780,780
2016-02-29,66,Salta,66028,Capital,4351,4351
2016-03-31,06,Buenos Aires,06028,Almirante Brown,1776,1776
2016-03-31,02,Ciudad de Buenos Aires,02000,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",1151,1132
2016-03-31,06,Buenos Aires,06270,Ezeiza,735,735
2016-03-31,06,Buenos Aires,06245,Ensenada,336,336
2016-03-31,06,Buenos Aires,06098,Berisso,732,732
2016-03-31,06,Buenos Aires,06126,Campana,188,188
2016-03-31,06,Buenos Aires,06134,Cañuelas,284,284
2016-03-31,06,Buenos Aires,06260,Esteban Echeverría,1131,1131
2016-03-31,06,Buenos Aires,06274,Florencio Varela,2903,2903
2016-03-31,06,Buenos Aires,06035,Avellaneda,1063,1063
2016-03-31,06,Buenos Aires,06329,General Las Heras,73,73
2016-03-31,06,Buenos Aires,06515,Malvinas Argentinas,1028,1028
2016-03-31,06,Buenos Aires,06532,Mercedes,133,133
2016-03-31,06,Buenos Aires,06252,Escobar,736,736
2016-03-31,06,Buenos Aires,06525,Marcos Paz,401,401
2016-03-31,06,Buenos Aires,06412,José C. Paz,1890,1890
2016-03-31,06,Buenos Aires,06364,General Rodríguez,507,507
2016-03-31,06,Buenos Aires,06091,Berazategui,1707,1707
2016-03-31,06,Buenos Aires,06658,Quilmes,1994,1994
2016-03-31,06,Buenos Aires,06805,Tigre,921,921
2016-03-31,06,Buenos Aires,06648,Presidente Perón,835,835
2016-03-31,06,Buenos Aires,06371,General San Martín,1527,1527
2016-03-31,06,Buenos Aires,06568,Morón,717,717
2016-03-31,06,Buenos Aires,06749,San Fernando,452,452
2016-03-31,06,Buenos Aires,06408,Hurlingham,601,601
2016-03-31,06,Buenos Aires,06410,Ituzaingó,485,485
2016-03-31,30,Entre Ríos,30098,Uruguay,1,1
2016-03-31,06,Buenos Aires,06882,Zárate,301,301
2016-03-31,10,Catamarca,10049,Capital,946,946
2016-03-31,06,Buenos Aires,06427,La Matanza,5498,5498
2016-03-31,66,Salta,66028,Capital,4346,4346
2016-03-31,06,Buenos Aires,06760,San Miguel,1301,1301
2016-03-31,06,Buenos Aires,06434,Lanús,1456,1456
2016-03-31,06,Buenos Aires,06539,Merlo,1264,1264
2016-03-31,46,La Rioja,46014,Capital,1107,1107
2016-03-31,34,Formosa,34014,Formosa,1218,1218
2016-03-31,18,Corrientes,18021,Capital,2938,2938
2016-03-31,06,Buenos Aires,06441,La Plata,1567,1567
2016-03-31,70,San Juan,70028,Capital,194,194
2016-03-31,50,Mendoza,50098,San Martín,695,695
2016-03-31,06,Buenos Aires,06560,Moreno,2886,2886
2016-03-31,70,San Juan,70098,Santa Lucía,183,183
2016-03-31,90,Tucumán,90084,Capital,6782,6782
2016-03-31,70,San Juan,70042,Chimbas,633,633
2016-03-31,22,Chaco,22140,San Fernando,2285,2285
2016-03-31,06,Buenos Aires,06490,Lomas de Zamora,3477,3477
2016-03-31,06,Buenos Aires,06638,Pilar,661,661
2016-03-31,54,Misiones,54028,Capital,1619,1619
2016-03-31,70,San Juan,70077,Rawson,777,777
2016-03-31,06,Buenos Aires,06497,Luján,229,229
2016-03-31,22,Chaco,22077,Libertad,19,19
2016-03-31,90,Tucumán,90091,Simoca,1118,1118
2016-03-31,74,San Luis,74056,Juan Martín Pueyrredón,936,936
2016-03-31,06,Buenos Aires,06778,San Vicente,656,656
2016-03-31,30,Entre Ríos,30015,Concordia,1,1
2016-03-31,54,Misiones,54042,Eldorado,569,569
2016-03-31,90,Tucumán,90105,Tafí Viejo,1820,1820
2016-03-31,06,Buenos Aires,06840,Tres de Febrero,709,709
2016-03-31,30,Entre Ríos,30084,Paraná,1658,1658
2016-03-31,90,Tucumán,90014,Cruz Alta,2465,2465
2016-03-31,50,Mendoza,50007,Capital,501,501
2016-03-31,70,San Juan,70084,Rivadavia,209,209
2016-03-31,86,Santiago del Estero,86049,Capital,2570,2570
2016-03-31,90,Tucumán,90063,Lules,921,921
2016-04-30,06,Buenos Aires,06252,Escobar,733,733
2016-04-30,06,Buenos Aires,06274,Florencio Varela,2903,2903
2016-04-30,06,Buenos Aires,06028,Almirante Brown,1770,1770
2016-04-30,06,Buenos Aires,06126,Campana,188,188
2016-04-30,06,Buenos Aires,06035,Avellaneda,1062,1062
2016-04-30,06,Buenos Aires,06134,Cañuelas,282,282
2016-04-30,06,Buenos Aires,06245,Ensenada,336,336
2016-04-30,02,Ciudad de Buenos Aires,02000,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",1164,1147
2016-04-30,06,Buenos Aires,06364,General Rodríguez,505,505
2016-04-30,06,Buenos Aires,06371,General San Martín,1521,1521
2016-04-30,06,Buenos Aires,06270,Ezeiza,659,659
2016-04-30,06,Buenos Aires,06497,Luján,229,229
2016-04-30,06,Buenos Aires,06098,Berisso,729,729
2016-04-30,06,Buenos Aires,06568,Morón,715,715
2016-04-30,06,Buenos Aires,06434,Lanús,1401,1401
2016-04-30,06,Buenos Aires,06091,Berazategui,1639,1639
2016-04-30,06,Buenos Aires,06441,La Plata,1564,1564
2016-04-30,06,Buenos Aires,06427,La Matanza,5493,5493
2016-04-30,06,Buenos Aires,06329,General Las Heras,72,72
2016-04-30,30,Entre Ríos,30098,Uruguay,1,1
2016-04-30,06,Buenos Aires,06260,Esteban Echeverría,1055,1055
2016-04-30,06,Buenos Aires,06648,Presidente Perón,834,834
2016-04-30,10,Catamarca,10049,Capital,945,945
2016-04-30,06,Buenos Aires,06525,Marcos Paz,400,400
2016-04-30,22,Chaco,22077,Libertad,19,19
2016-04-30,06,Buenos Aires,06490,Lomas de Zamora,3482,3481
2016-04-30,06,Buenos Aires,06408,Hurlingham,596,596
2016-04-30,54,Misiones,54042,Eldorado,568,568
2016-04-30,06,Buenos Aires,06410,Ituzaingó,485,485
2016-04-30,18,Corrientes,18021,Capital,2941,2941
2016-04-30,22,Chaco,22140,San Fernando,2281,2281
2016-04-30,06,Buenos Aires,06539,Merlo,1263,1263
2016-04-30,30,Entre Ríos,30015,Concordia,1,1
2016-04-30,06,Buenos Aires,06638,Pilar,661,661
2016-04-30,06,Buenos Aires,06412,José C. Paz,1888,1888
2016-04-30,06,Buenos Aires,06778,San Vicente,654,654
2016-04-30,06,Buenos Aires,06515,Malvinas Argentinas,1012,1012
2016-04-30,46,La Rioja,46014,Capital,1106,1106
2016-04-30,70,San Juan,70077,Rawson,777,777
2016-04-30,06,Buenos Aires,06805,Tigre,920,920
2016-04-30,50,Mendoza,50098,San Martín,695,695
2016-04-30,06,Buenos Aires,06658,Quilmes,1995,1995
2016-04-30,06,Buenos Aires,06532,Mercedes,134,134
2016-04-30,06,Buenos Aires,06882,Zárate,299,299
2016-04-30,34,Formosa,34014,Formosa,1217,1217
2016-04-30,66,Salta,66028,Capital,4343,4343
2016-04-30,06,Buenos Aires,06560,Moreno,2884,2884
2016-04-30,70,San Juan,70028,Capital,194,194
2016-04-30,90,Tucumán,90014,Cruz Alta,2463,2463
2016-04-30,06,Buenos Aires,06840,Tres de Febrero,710,710
2016-04-30,06,Buenos Aires,06749,San Fernando,451,451
2016-04-30,74,San Luis,74056,Juan Martín Pueyrredón,932,932
2016-04-30,70,San Juan,70042,Chimbas,633,633
2016-04-30,70,San Juan,70084,Rivadavia,209,209
2016-04-30,06,Buenos Aires,06760,San Miguel,1303,1303
2016-04-30,86,Santiago del Estero,86049,Capital,2570,2570
2016-04-30,70,San Juan,70098,Santa Lucía,183,183
2016-04-30,90,Tucumán,90084,Capital,6771,6771
2016-04-30,30,Entre Ríos,30084,Paraná,1653,1653
2016-04-30,90,Tucumán,90091,Simoca,1116,1116
2016-04-30,50,Mendoza,50007,Capital,500,500
2016-04-30,54,Misiones,54028,Capital,1612,1612
2016-04-30,90,Tucumán,90063,Lules,921,921
2016-04-30,90,Tucumán,90105,Tafí Viejo,1817,1817
2016-05-31,06,Buenos Aires,06028,Almirante Brown,1763,1763
2016-05-31,06,Buenos Aires,06091,Berazategui,1663,1663
2016-05-31,06,Buenos Aires,06245,Ensenada,335,335
2016-05-31,06,Buenos Aires,06035,Avellaneda,1062,1062
2016-05-31,06,Buenos Aires,06274,Florencio Varela,2897,2897
2016-05-31,02,Ciudad de Buenos Aires,02000,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",1151,1135
2016-05-31,06,Buenos Aires,06098,Berisso,724,724
2016-05-31,06,Buenos Aires,06260,Esteban Echeverría,1052,1052
2016-05-31,06,Buenos Aires,06408,Hurlingham,587,587
2016-05-31,06,Buenos Aires,06427,La Matanza,5470,5470
2016-05-31,06,Buenos Aires,06329,General Las Heras,72,72
2016-05-31,06,Buenos Aires,06126,Campana,187,187
2016-05-31,06,Buenos Aires,06364,General Rodríguez,500,500
2016-05-31,06,Buenos Aires,06749,San Fernando,448,448
2016-05-31,06,Buenos Aires,06410,Ituzaingó,482,482
2016-05-31,06,Buenos Aires,06270,Ezeiza,680,680
2016-05-31,06,Buenos Aires,06434,Lanús,1394,1394
2016-05-31,06,Buenos Aires,06638,Pilar,657,657
2016-05-31,06,Buenos Aires,06532,Mercedes,134,134
2016-05-31,06,Buenos Aires,06134,Cañuelas,281,281
2016-05-31,06,Buenos Aires,06648,Presidente Perón,829,829
2016-05-31,06,Buenos Aires,06760,San Miguel,1302,1302
2016-05-31,22,Chaco,22077,Libertad,19,19
2016-05-31,06,Buenos Aires,06412,José C. Paz,1877,1877
2016-05-31,06,Buenos Aires,06515,Malvinas Argentinas,1010,1010
2016-05-31,06,Buenos Aires,06658,Quilmes,1992,1992
2016-05-31,06,Buenos Aires,06539,Merlo,1260,1260
2016-05-31,06,Buenos Aires,06252,Escobar,732,732
2016-05-31,18,Corrientes,18021,Capital,2934,2934
2016-05-31,54,Misiones,54028,Capital,1610,1610
2016-05-31,30,Entre Ríos,30015,Concordia,1,1
2016-05-31,06,Buenos Aires,06497,Luján,227,227
2016-05-31,06,Buenos Aires,06560,Moreno,2872,2872
2016-05-31,70,San Juan,70084,Rivadavia,208,208
2016-05-31,06,Buenos Aires,06882,Zárate,298,298
2016-05-31,06,Buenos Aires,06371,General San Martín,1510,1510
2016-05-31,30,Entre Ríos,30084,Paraná,1645,1645
2016-05-31,70,San Juan,70028,Capital,193,193
2016-05-31,50,Mendoza,50098,San Martín,686,686
2016-05-31,06,Buenos Aires,06525,Marcos Paz,399,399
2016-05-31,06,Buenos Aires,06568,Morón,711,711
2016-05-31,74,San Luis,74056,Juan Martín Pueyrredón,928,928
2016-05-31,10,Catamarca,10049,Capital,945,945
2016-05-31,06,Buenos Aires,06441,La Plata,1556,1556
2016-05-31,70,San Juan,70042,Chimbas,630,630
2016-05-31,86,Santiago del Estero,86049,Capital,2568,2568
2016-05-31,70,San Juan,70098,Santa Lucía,181,181
2016-05-31,06,Buenos Aires,06778,San Vicente,651,651
2016-05-31,30,Entre Ríos,30098,Uruguay,1,1
2016-05-31,90,Tucumán,90084,Capital,6760,6760
2016-05-31,22,Chaco,22140,San Fernando,2267,2267
2016-05-31,06,Buenos Aires,06490,Lomas de Zamora,3470,3470
2016-05-31,90,Tucumán,90063,Lules,922,922
2016-05-31,06,Buenos Aires,06805,Tigre,916,916
2016-05-31,90,Tucumán,90014,Cruz Alta,2455,2455
2016-05-31,06,Buenos Aires,06840,Tres de Febrero,709,709
2016-05-31,34,Formosa,34014,Formosa,1216,1216
2016-05-31,46,La Rioja,46014,Capital,1096,1096
2016-05-31,70,San Juan,70077,Rawson,774,774
2016-05-31,66,Salta,66028,Capital,4326,4326
2016-05-31,90,Tucumán,90105,Tafí Viejo,1814,1814
2016-05-31,90,Tucumán,90091,Simoca,1116,1116
2016-05-31,50,Mendoza,50007,Capital,496,495
2016-05-31,54,Misiones,54042,Eldorado,567,567
2016-06-30,06,Buenos Aires,06260,Esteban Echeverría,1066,1066
2016-06-30,06,Buenos Aires,06035,Avellaneda,1058,1058
2016-06-30,06,Buenos Aires,06245,Ensenada,335,335
2016-06-30,06,Buenos Aires,06252,Escobar,728,728
2016-06-30,02,Ciudad de Buenos Aires,02000,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",1150,1135
2016-06-30,06,Buenos Aires,06098,Berisso,722,722
2016-06-30,06,Buenos Aires,06028,Almirante Brown,1758,1758
2016-06-30,06,Buenos Aires,06134,Cañuelas,260,260
2016-06-30,06,Buenos Aires,06412,José C. Paz,1872,1872
2016-06-30,06,Buenos Aires,06126,Campana,187,187
